Name,IATA,ICAO,Country,Active
Pan American World Airways,PA,PAA,United States,N
Pan Europeenne Air Service,,PEA,France,N
Pan Havacilik Ve Ticaret,,PHT,Turkey,N
Pan Malaysian Air Transport,,PMA,Malaysia,N
Pan-Air,,PNC,Mexico,N
Panafrican Airways,PQ,PNF,Ivory Coast,N
Panagra Airways,,PGI,United States,N
Panamedia,,PEI,Spain,N
Panavia,,PVI,Panama,N
Panh,,PNH,Russia,N
Pannon Air Service,,PHU,Hungary,N
Panorama,,PNM,Spain,N
Panorama Air Tour,,PAH,United States,N
Panorama Flight Service,,AFD,United States,N
Pantanal Linhas Aéreas,P8,PTN,Brazil,N
Papair Terminal,,HMP,Haiti,N
Paradise Airways,,PAI,United States,N
Paradise Island Airways,,PDI,United States,N
Paragon Air Express,,PGX,United States,N
Paragon Global Flight Support,,PGF,United Kingdom,N
Paramount Airlines,,PRR,Sierra Leone,N
Paramount Airways,I7,PMW,India,Y
Parcel Express,,APE,United States,N
Pariz Air,,IRE,Iran,N
Pars Aviation Service,,PRA,Iran,N
Parsa,,PST,Panama,N
Parsons Airways Northern,,FAP,Canada,N
Pascan Aviation,,PSC,Canada,N
Passaredo Transportes Aereos,,PTB,Brazil,Y
Patria Cargas Aereas,,PTC,Argentina,N
Patriot Aviation Limited,,BYT,United Kingdom,N
Patterson Aviation Company,,ETL,United States,N
Pawan Hans,,PHE,India,N
Payam Air,,IRP,Iran,N
Peach Air,,KGC,United Kingdom,N
Pearl Air,,PRL,Pakistan,N
Pearl Air Services,,PBY,Uganda,N
Pearl Airways,HP,HPA,Haiti,N
Peau Vava%Gʻ%@u,,PVU,Tonga,N
Pecotox Air,,PXA,Moldova,N
Pegasus Airlines,PC,PGT,Turkey,Y
Pegasus Aviation,,PEV,Greece,N
Pegasus Hava Tasimaciligi,1I,,Turkey,N
Pegasus Helicopters,,HAK,Norway,N
Pelican Air Services,,PDF,South Africa,N
Pelican Express,,PEX,United States,N
Pelita Air Service,,PAS,Indonesia,N
Pem-Air,,PEM,Canada,N
Pen-Avia,,PDY,United Kingdom,N
Peninsula Airways,KS,PEN,United States,Y
Peninter Aerea,,PNE,Mexico,N
Penya De L'Aire,,PCA,Spain,N
Peran,,CVT,Kazakhstan,N
Perforadora Central,,PCC,Mexico,N
Perimeter Aviation,,PAG,Canada,N
Perm Airlines,P9,PGP,Russia,N
Personas Y Pasquetes Por Air,,PPQ,Mexico,N
Peruvian Air Force,,FPR,Peru,N
Peruvian Navy,,INP,Peru,N
Petroleos Mexicanos,,PMX,Mexico,N
Petroleum Helicopters,,PHM,United States,N
Petroleum Helicopters de Colombia,,PHC,Colombia,N
Petropavlovsk-Kamchatsk Air Enterprise,,PTK,Russia,N
Petty Transport,,PTY,United States,N
Phenix Aviation,,PHV,France,N
Phetchabun Airline,,PMY,Thailand,N
Philippine Airlines,PR,PAL,Philippines,Y
Philips Aviation Services,,PHI,Netherlands,N
Phillips Air,,BCH,United States,N
Phillips Alaska,,PDD,United States,N
Phillips Michigan City Flying Service,,PHL,United States,N
Phoebus Apollo Aviation,,PHB,South Africa,N
Phoebus Apolloa Zambia,,KZM,Zambia,N
Phoenix Air Group,,PHA,United States,N
Phoenix Air Lines,,PHN,Brazil,N
Phoenix Air Service,,PAM,Germany,N
Phoenix Air Transport,,PPG,United States,N
Phoenix Airline Services,,WDY,United States,N
Phoenix Airways,HP,,Switzerland,N
Phoenix Avia,,PHY,Armenia,N
Phoenix Aviation,,PHG,Kyrgyzstan,N
Phoenix Flight Operations,,XPX,United States,N
Phuket Air,9R,VAP,Thailand,N
Piedmont Airlines (1948-1989),PI,PDT,United States,Y
Pilatus Flugzeugwerke,,PCH,Switzerland,N
Pilatus PC-12 Center De Mexico,,PLU,Mexico,N
Pimichikamac Air,,MKS,Canada,N
Pineapple Air,,PNP,Bahamas,N
Pinframat,,PIM,Angola,N
Pinnacle Air Group,,PCL,United States,N
Pinnacle Airlines,9E,FLG,United States,Y
Pioneer Airlines,,PIO,United States,N
Pioneers Limited,,PER,Pakistan,N
Pirinair Express,,PRN,Spain,N
Planar,,PLN,Angola,N
Planemaster Services,,PMS,United States,N
Planet Airways,,PLZ,United States,N
Players Air,,PYZ,United States,N
Ploizeihubschrauberstaffel Hamburg,,LIB,Germany,N
Plymouth School of Flying,,PSF,United Kingdom,N
Pocono Air Lines,,POC,United States,N
Podilia-Avia,,PDA,Ukraine,N
Point Afrique Niger,,PAZ,Niger,N
Point Airlines,,RMI,Nigeria,N
Pointair Burkina,,PAW,Burkina Faso,N
Points of Call Airlines,,PTS,Canada,N
Polar Air Cargo,PO,PAC,United States,N
Polar Airlines de Mexico,,PMO,Mexico,N
Polestar Aviation,,PSR,United Kingdom,N
Polet,,POT,Russia,Y
Police Aux Frontiers,,POF,France,N
Police Aviation Services,,PLC,United Kingdom,N
Polish Air Force,,PLF,Poland,N
Polish Navy,,PNY,Poland,N
Polizeifliegerstaffel Nordrhein-Westfalen,,NRW,Germany,N
Polizeihibschrauberstaffel Neidersachsen,,PPH,Germany,N
Polizeihuberschrauberstaffel Sachsen-Anhalt,,PIK,Germany,N
Polizeihubschrafterstaffel Rheinland-Pfalz,,SRP,Germany,N
Polizeihubschrauberstaffel Baden-Wurtemberg,,PBW,Germany,N
Polizeihubschrauberstaffel Bayern,,EDL,Germany,N
Polizeihubschrauberstaffel Brandenburg,,PBB,Germany,N
Polizeihubschrauberstaffel Hessen,,PHH,Germany,N
Polizeihubschrauberstaffel Mecklenburg-Vorpommern,,PMV,Germany,N
Polizeihubschrauberstaffel Sachsen,,PHS,Germany,N
Polizeihubschrauberstaffel Thuringen,,HBT,Germany,N
Polo Aviation,,CUK,United Kingdom,N
Polynesian Air-Ways,,PLA,United States,N
Polynesian Airlines,PH,PAO,Samoa,Y
Polynesian Blue,DJ,PLB,New Zealand,N
Polyot Sirena,1U,,Russia,N
Pond Air Express,,PND,United States,N
Pont International Airline Services,,PSI,Suriname,N
Pool Aviation,,PLX,United Kingdom,N
Port Townsend Airways,,PTQ,United States,N
Porteadora De Cosola,,POR,Mexico,N
Porter Airlines,PD,POE,Canada,Y
Portugalia,NI,PGA,Portugal,Y
Portuguese Air Force,,AFP,Portugal,N
Portuguese Army,,POA,Portugal,N
Portuguese Navy,,PON,Portugal,N
Potomac Air,BK,PDC,United States,Y
Potosina Del Aire,,PSN,Mexico,N
Powell Air,,PWL,Canada,N
Prairie Flying Service,,PFS,United States,N
Pratt and Whitney Canada,,PWC,Canada,N
Precision Air,PW,PRF,Tanzania,Y
Precision Airlines,,PRE,United States,N
Premiair,,BAT,Luxembourg,N
Premiair Aviation Services,,PGL,United Kingdom,N
Premiair Fliyng Club,,PME,United Kingdom,N
Premium Air Shuttle,,EMI,Nigeria,N
Premium Aviation,,PMU,Germany,N
Presidence Du Faso,,BFA,Burkina Faso,N
Presidencia de La Republica de Guinea Ecuatorial,,ONM,Equatorial Guinea,N
President Airlines,TO,PSD,Cambodia,N
Presidential Aviation,,PRD,United States,N
Priester Aviation,,PWA,United States,N
Primair,,PMM,Russia,N
Primaris Airlines,FE,WCP,United States,N
Primas Courier,,PMC,United States,N
Primavia Limited,,CRY,United Kingdom,N
Prime Air,,PRM,United States,N
Prime Aviation,,PKZ,Kazakhstan,N
Prince Edward Air,,CME,Canada,N
Princely Jets,,PJP,Pakistan,N
Princess Air,8Q,,,N
Princeton Aviation Corporation,,PCN,United States,N
Priority Air Charter,,PRY,United States,N
Priority Air Transport,,PAT,United States,N
Priority Aviation Company,,BCK,United States,N
Privatair,,PTI,Switzerland,Y
Private Jet Expeditions,,PJE,United States,N
Private Jet Management,,PJA,United States,N
Private Wings Flugcharter,8W,PWF,Germany,N
Privilege Style L,,PVG,Spain,N
Pro Air,,PRH,United States,N
Pro Air Service,,PSZ,United States,N
Probiz Guinee,,GIY,Guinea,N
Professional Express Courier Service,,PAD,United States,N
Professione VOlare,,PVL,Italy,N
Proflight Commuter Services,P0,,Zambia,Y
Promotora Industria Totolapa,,PTT,Mexico,N
Propair,,PRO,Canada,N
Propflight Air Services,,PFZ,Zambia,N
Propheter Aviation,,PPA,United States,N
Proteus Helicopteres,,PTH,France,N
Providence Airline,,PTL,United States,N
Providence Aviation Services,,AWD,Pakistan,N
Provincial Airlines,,SPR,Canada,N
Provincial Express,,PRV,Canada,N
Pskovavia,,PSW,Russia,N
Psudiklat Perhubungan Udara/PLP,,UDA,Indonesia,N
Ptarmigan Airways,,PTA,Canada,N
Publiservicios Aereos,,PSP,Mexico,N
Publivoo,,PUV,Portugal,N
Puerto Rico National Guard,,PNG,United States,N
Puerto Vallarta Taxi Aereo,,TXV,Mexico,N
Pulkovo Aircraft Services,,PGH,Russia,N
Puma Linhas Aereas,,PLY,Brazil,N
Puntavia Air Services,,PTV,Djibouti,N
Punto Fa,,MGO,Spain,N
Pyramid Air Lines,,PYR,Egypt,N
Qanot Sharq,,QNT,Uzbekistan,N
Qantas,QF,QFA,Australia,Y
Qatar Air Cargo,,QAC,Qatar,N
Qatar Airways,QR,QTR,Qatar,Y
Qatar Amiri Flight,,QAF,Qatar,N
Qeshm Air,,IRQ,Iran,N
Quantex Environmental,,QTX,Canada,N
Quebec Government Air Service,,QUE,Canada,N
Queen Air,,QNA,Dominican Republic,N
Quest Diagnostics,,LBQ,United States,N
Quick Air Jet Charter,,QAJ,Germany,N
Quick Airways Holland,,QAH,Netherlands,N
Quisqueya Airlines,,QAS,Haiti,N
Qurinea Air Service,,QAQ,Libya,N
Qwest Commuter Corporation,,QCC,United States,N
Qwestair,,QWA,Australia,N
Qwila Air,,QWL,South Africa,N
RA Jet Aeroservicios,,RJT,Mexico,N
RACSA,R6,,Guatemala,Y
RAF Barkston Heath,,BKH,United Kingdom,N
Church Fenton Flying Training Unit,,CFN,United Kingdom,N
Coltishall Flying Training Unit,,COH,United Kingdom,N
Coningsby Flying Training Unit,,CBY,United Kingdom,N
Cottesmore Flying Training Unit,,COT,United Kingdom,N
Cranwell Flying Training Unit,,CWL,United Kingdom,N
Kinloss Flying Training Unit,,KIN,United Kingdom,Y
Leeming Flying Training Unit,,LEE,United Kingdom,N
RAF Leuchars,,LCS,United Kingdom,N
Linton-on-Ouse Flying Training Unit,,LOP,United Kingdom,N
Lossiemouth Flying Training Unit,,LOS,United Kingdom,N
Marham Flying Training Unit,,MRH,United Kingdom,N
Northwood Headquarters (RAF,,NWO,United Kingdom,N
RAF Scampton,,SMZ,United Kingdom,N
RAF St Athan,,STN,UNited Kingdom,N
RAF St Mawgan Search and Rescue,,SMG,United Kingdom,N
RAF Topcliffe Flying Training Unit,,TOF,United Kingdom,N
RAF Valley Flying Training Unit,,VYT,United Kingdom,N
RAF Valley SAR Training Unit,,VLL,United Kingdom,N
Waddington FTU,,WAD,United Kingdom,N
Wittering FTU,,WIT,United Kingdom,N
RAF-Avia,,MTL,Latvia,N
RAK Airways,,RKM,United Arab Emirates,N
RWL Luftfahrtgesellschaft,,RWL,Germany,N
Rabbit-Air,,RBB,Switzerland,N
Race Cargo Airlines,,ACE,Ghana,N
Rader Aviation,,GBR,United States,N
Radixx Solutions International,1D,,United States,N
Raji Airlines,,RAJ,Pakistan,N
Raleigh Flying Service,,RFA,United States,N
Ram Air Freight,,REX,United States,N
Ram Aircraft Corporation,,RMT,United States,N
Ramp 66,,PPK,United States,N
Rangemile Limited,,RGM,United Kingdom,N
Raslan Air Service,,MWR,Egypt,N
Rath Aviaton,,RAQ,Austria,N
Ratkhan Air,,CSM,Kazakhstan,N
Raven Air,,RVR,United Kingdom,N
Raven Air,,RVN,United States,N
Ray Aviation,,REI,Israel,N
Raya Jet,,RYT,Jordan,N
Raytheon Aircraft Company,,RTN,United States,N
Raytheon Corporate Jets,,RCJ,United Kingdom,N
Raytheon Travel Air,,KSS,United States,N
Real Aero Club De Baleares,,RCB,Spain,N
Real Aero Club de Reus-Costa Dorado,,CDT,Spain,N
Real Aeroclub De Ternerife,,RCD,Spain,N
Real Aviation,,RLV,Ghana,N
Rebus,,REB,Bulgaria,N
Red Aviation,,PSH,United Kingdom,N
Red Baron Aviation,,RBN,United States,N
Red Devils Parachute Display Team,,DEV,United Kingdom,N
Red Sea Aviation,,RDV,Egypt,N
Red Sky Ventures,,RSV,Namibia,N
Red Star,,STR,United Arab Emirates,N
Redhill Aviation,8L,RHC,United Kingdom,N
Reed Aviation,,RAV,United Kingdom,N
Reef Air,,REF,New Zealand,N
Reem Air,V4,REK,Kyrgyzstan,N
Reeve Aleutian Airways,,RVV,United States,N
Regal Bahamas International Airways,,RBH,Bahamas,N
Regency Airlines,,RGY,United States,N
Regent Air,,RAH,Canada,N
Regio Air,,RAG,Germany,N
Region Air,,RGR,Canada,N
Regional 1,,TSH,Canada,N
Regional Air,,RIL,Mauritania,N
Regional Air Express,,REW,Germany,N
Regional Air Lines,,RGL,Morocco,N
Regional Air Services,,REG,Tanzania,N
Regional Airlines,FN,,Morocco,Y
Regional Express,ZL,RXA,Australia,Y
Regional Geodata Air,,JJM,Spain,N
RegionsAir,3C,CEA,United States,N
Reliance Aviation,,REL,United States,N
Reliant Airlines,,RLT,United States,N
Relief Transport Services,,RTS,United Kingdom,N
Renan,,RAN,Moldova,N
Reno Air,QQ,ROA,United States,N
Renown Aviation,,RGS,United States,N
Republic Airlines,RW,RPA,United States,Y
Republic Express Airlines,RH,RPH,Indonesia,Y
Republicair,,RBC,Mexico,N
Resort Air,,RST,United States,N
Rhoades Aviation,,RDS,United States,N
Riau Airlines,,RIU,Indonesia,N
Rich International Airways,,RIA,United States,N
Richards Aviation,,RVC,United States,N
Richardson's Airway,,RIC,United States,N
Richland Aviation,,RCA,United States,N
Rick Lucas Helicopters,,HPR,New Zealand,N
Rico Linhas A,C7,RLE,Brazil,N
Ridder Avia,,RID,Kazakhstan,N
Riga Airclub,,RAK,Latvia,N
Rijnmond Air Services,,RAZ,Netherland,N
Rikspolisstyrelsen,,POL,Sweden,N
Rimrock Airlines,,RIM,United States,N
Rio Air Express,,SKA,Brazil,N
Rio Airways,,REO,United States,N
Rio Grande Air,E2,GRN,United States,N
Rio Sul Servi,SL,RSL,Brazil,N
River Ministries Air Charter,,RVM,South Africa,N
River State Government of Nigeria,,RGP,Nigeria,N
Rivne Universal Avia,,UNR,Ukraine,N
Roadair Lines,,RDL,Canada,N
Robinton Aero,,RBT,Dominican Republic,N
Roblex Aviation,,ROX,United States,N
Rockwell Collins Avionics,,RKW,United States,N
Rocky Mountain Airlines,,ROC,Canada,N
Rocky Mountain Airways,,RMA,United States,N
Rocky Mountain Holdings,,LIF,United States,N
Rodze Air,,RDZ,Nigeria,N
Rog-Air,,FAD,Canada,N
Rollright Aviation,,RRZ,United Kingdom,N
Rolls-Royce Limited,,RRL,United Kingdom,N
Rolls-Royce plc,,BTU,United Kingdom,N
Romanian Air Force,,ROF,Romania,N
Romavia,,RMV,Romania,N
Ronso,,RNS,Mexico,N
Roraima Airways,,ROR,Guyana,N
Rosneft-Baltika,,RNB,Russia,N
Ross Aviation,,NRG,United States,N
Rossair,,RFS,Australia,N
Rossair,,RSS,South Africa,N
Rossair Europe,,ROS,Netherlands,N
Rossiya,R4,,Russia,Y
Roswell Airlines,,RAL,United States,N
Air Rarotonga,GZ,RAR,Cook Islands,Y
Rotatur,,RTR,Brazil,N
Rotormotion,,RKT,United Kingdom,N
Rotterdam Jet Center,,JCR,Netherlands,N
Rover Airways International,,ROV,United States,N
Rovos Air,,VOS,South Africa,N
Royal Air Cargo,,RCG,South Africa,N
Royal Air Force,RR,RFR,United Kingdom,N
Royal Air Force of Oman,RS,MJN,Oman,N
Royal Air Force,,ACW,United Kingdom,N
Royal Air Force,,RRR,United Kingdom,N
Royal Air Force,,RRF,United Kingdom,N
Royal Air Force,,SHF,United Kingdom,N
Royal Air Freight,,RAX,United States,N
Royal Air Maroc,AT,RAM,Morocco,Y
Royal Airlines,R0,RPK,Pakistan,N
Royal American Airways,,RLM,United States,N
Royal Aruban Airline,V5,RYL,Aruba,N
Royal Australian Air Force,,ASY,Australia,N
Royal Aviation Express,,RXP,Canada,N
Royal Bahrain Airlines,,RYB,Bahrain,N
Royal Brunei Airlines,BI,RBA,Brunei,Y
Royal Daisy Airlines,,KDR,Uganda,N
Royal Ghanaian Airlines,,RGA,Ghana,N
Royal Jet,,ROJ,United Arab Emirates,N
Royal Jordanian,RJ,RJA,Jordan,Y
Royal Jordanian Air Force,,RJZ,Jordan,N
Royal Khmer Airlines,RK,RKH,Cambodia,N
Royal Malaysian Air Force,,RMF,Malaysia,N
Royal Navy,,NVY,United Kingdom,N
Royal Nepal Airlines,RA,RNA,Nepal,Y
Royal Netherland Navy,,NRN,Netherlands,N
Royal Netherlands Air Force,,NAF,Netherlands,N
Royal New Zealand Air Force,,KIW,New Zealand,N
Royal Norwegian Air Force,,NOW,Norway,N
Royal Oman Police,,ROP,Oman,N
Royal Phnom Penh Airways,,PPW,Cambodia,Y
Royal Rwanda Airlines,,RRA,Rwanda,N
Royal Saudi Air Force,,RSF,Saudi Arabia,N
Royal Sky,,RYS,Thailand,N
Royal Swazi National Airways,,RSN,Swaziland,N
Royal Tongan Airlines,WR,HRH,Tonga,N
Royal West Airlines,,RWE,United States,N
Rubystar,,RSB,Belarus,N
Rumugu Air & Space Nigeria,,RMG,Nigeria,N
Rusaero,,RUR,Russia,N
Rusaero,,KLE,Russia,N
Rusair JSAC,,CGI,Russia,N
Rusich-T,,RUH,Russia,N
Rusline,,RLU,Russia,Y
Russian Aircraft Corporation-MiG,,MIG,Russia,N
Russian Federation Air Force,,RFF,Russia,N
Russian Sky Airlines,P7,ESL,Russia,N
Rusuertol,,RUZ,Russia,N
Rutas Aereas,,RUC,Venezuela,N
Rutland Aviation,,RND,United Kingdom,N
Rwanda Airlines,,RUA,Rwanda,N
Rwanda Airways,,RWA,Rwanda,N
Rwandair Express,WB,RWD,Rwanda,Y
Ryan Air Service,,RCT,United States,N
Ryan Air Services,,RYA,United States,Y
Ryan International Airlines,RD,RYN,United States,Y
Ryanair,FR,RYR,Ireland,Y
Ryazan State Air Enterprise,,RYZ,Russia,N
Rynes Aviation,,RAA,United States,N
Régional,YS,RAE,France,Y
South Asian Airlines,,BDS,Bangladesh,N
State Air Company Berkut,,BEC,Kazakhstan,N
SATA International,S4,RZO,Portugal,Y
South African Airways,SA,SAA,South Africa,Y
Sky Way Air,,SAB,Kyrgyzstan,N
SASCO Airlines,,SAC,Sudan,N
Republic of Singapore Air Force,,SAF,Singapore,N
SOS Flygambulans,,SAG,Sweden,N
Sayakhat Airlines,,SAH,Kazakhstan,N
Shaheen Air International,NL,SAI,Pakistan,Y
Golden Eagle Air Services (FAA),,SAJ,Canada,N
Red Arrows Display Squadron,,SAK,United Kingdom,N
SAM Colombia,,SAM,Colombia,N
Servicios Aereos Nacionales (SAN),,SAN,Ecuador,N
Sahel Aviation Service,,SAO,Mali,N
Secretaria de Marina,,ANX,Mexico,N
Springbank Aviation,,SAQ,Canada,N
Scandinavian Airlines System,SK,SAS,Sweden,Y
Samal Air,,SAV,Kazakhstan,N
Sham Wing Airlines,,SAW,Syrian Arab Republic,N
Sabah Air,,SAX,Malaysia,N
ScotAirways,,SAY,United Kingdom,Y
Swiss Air-Ambulance,,SAZ,Switzerland,N
STA-MALI,,SBA,Mali,N
Steinman Aviation,,SBB,United States,N
Seven Bar Flying Service,,SBF,United States,N
Sabre Incorporated,,SBG,United States,N
S7 Airlines,S7,SBI,Russia,Y
Sobel Airlines of Ghana,,SBL,Ghana,N
Sky Bahamas,,SBM,Bahamas,N
Stabo Air,,SBO,Zambia,N
Smithkline Beacham Clinical Labs,,SBQ,United States,N
Saber Aviation,,SBR,United States,N
Seaborne Airlines,BB,SBS,United States,Y
Saint Barth Commuter,,SBU,France,N
Star Air,,URJ,Pakistan,N
Scibe Airlift,,SBZ,Democratic Republic of the Congo,N
Spanish Air Force,,AME,Spain,N
South Central Air,,SCA,United States,N
Seacoast Airlines,,SCC,United States,N
Scenic Airlines,,SCE,United States,Y
Socofer,,SCF,Angola,N
Servicios Aereos San Cristobal,,SCI,Mexico,N
Sky Cam,,SCK,France,N
Switfair Cargo,,SCL,Canada,N
South American Airlines,,SCN,Peru,N
Servicios Aereos de Chihuahua Aerochisa,,AHI,Mexico,N
SriLankan Airlines,UL,ALK,Sri Lanka,Y
Sunbird Airlines,,CDL,United States,N
Scorpio,,SCP,Egypt,N
Si-Chang Flying Service,,SCR,Thailand,N
South African Non Scheduled Airways,,SCS,South Africa,N
SAAB-Aircraft,,SCT,Sweden,N
Servicios Aereos Del Centro,,SCV,Mexico,N
Sun Country Airlines,SY,SCX,United States,Y
St. Andrews Airways,,SDA,Canada,N
Sukhoi Design Bureau Company,,SDB,Russia,N
Sunrise Airlines,,SDC,United States,N
Skymaster Air Taxi,,SDD,United States,N
Sundorph Aeronautical Corporation,,SDF,United States,N
Servicio De Helicopteros,,SDH,Spain,N
SADELCA - Sociedad Aerea Del Caqueta,,SDK,Colombia,N
Skydrift,,SDL,United Kingdom,N
Spirit of Africa Airlines,,SDN,Sudan,N
Sud Airlines,,SDU,France,N
Servicios Aereos Del Vaupes,,SDV,Colombia,N
Servicio Tecnico Aero De Mexico,,SDX,Mexico,N
Sudan Pezetel for Aviation,,SDZ,Sudan,N
Southeast Air,,SEA,United States,Y
Servicios Aereos Luce,,SEB,Mexico,N
Sedona Air Center,,SED,United States,N
Shaheen Air Cargo,,SEE,Pakistan,N
Sky Express,G3,SEH,Greece,Y
Spicejet,SG,SEJ,India,Y
Skyjet,,SEK,Kazakhstan,N
Sentel Corporation,,SEL,United States,N
Selcon Airlines,,SEO,Nigeria,N
Sky Eyes,I6,SEQ,Thailand,N
Servicio Aereo Saltillo,,SES,Mexico,N
SAETA,EH,SET,Ecuador,N
Serair Transworld Press,,SEV,Spain,N
SEFA,,SFA,France,N
Shuswap Flight Centre,,SFC,Canada,N
Sefofane Air Charters,,SFE,South Africa,N
Safewings Aviation Company,,SFF,United States,N
Sun Freight Logistics,,SFG,Thailand,N
Star Flyer,7G,SFJ,Japan,Y
Southflight Aviation,,SFL,New Zealand,N
Safiran Airlines,,SFN,Iran,N
Safe Air,,SFP,Pakistan,N
Safair,FA,SFR,South Africa,N
Southern Frontier Air Transport,,SFS,Canada,N
Skyfreight,,SFT,United States,N
Solent Flight,,SFU,United Kingdom,N
S.K. Logistics,,SFX,United States,N
Sky King,,SGB,United States,N
Southern Right Air Charter,,SGC,South Africa,N
Sky Gate International Aviation,,SGD,Kyrgyzstan,N
STAC Swiss Government Flights,,SGF,Switzerland,N
Servisair,,SGH,United Kingdom,N
Servicios Aereos Agricolas,,SGI,Chile,N
Skyward Aviation,,SGK,Canada,N
Sky Aircraft Service,,SGM,Netherlands,N
Siam GA,,SGN,Thailand,N
Sagolair Transportes Ejecutivos,,SGP,Spain,N
Saskatchewan Government Executive Air Service,,SGS,Canada,N
Skygate,,SGT,Netherlands,N
Samgau,,SGU,Kazakhstan,N
Saga Airlines,,SGX,Turkey,N
Skagway Air Service,N5,SGY,United States,Y
Shabair,,SHB,Democratic Republic of the Congo,N
Sky Harbor Air Service,,SHC,United States,N
Sahara Airlines,,SHD,Algeria,Y
Shell Aircraft,,SHE,United Kingdom,N
Shoprite Group,,SHG,United Kingdom,N
Seoul Air International,,SHI,Republic of Korea,N
Sharjah Ruler's Flight,,SHJ,United Arab Emirates,N
Shorouk Air,,SHK,Egypt,N
Samson Aviation,,SHL,United Kingdom,N
Sheltam Aviation,,SHM,South Africa,N
Shaheen Airport Services,,SHN,Pakistan,N
Sheremetyevo-Cargo,,SHO,Russia,N
Service Aerien Francais,,SHP,France,N
Shanghai Airlines Cargo,,SHQ,China,N
Shooter Air Courier,,SHR,Canada,N
Shura Air Transport Services,,SHS,Ethiopia,N
Sakhalinskie Aviatrassy (SAT),,SHU,Russia,N
SATA Air Acores,SP,SAT,Portugal,Y
Scorpio Aviation,8S,,,N
Shavano Air,,SHV,United States,N
Shawnee Airline,,SHW,United States,N
Slim Aviation Services,,SHX,Nigeria,N
Sky Airlines,,SHY,Turkey,N
Singapore Airlines,SQ,SIA,Singapore,Y
Sibaviatrans,5M,SIB,Russia,Y
Sierra Express,,SIE,United States,N
Skynet Airlines,SI,SIH,Ireland,Y
Seco International,,SIJ,Japan,N
Servicios Aeronauticos Integrales,,SIL,Mexico,N
Star Air,,SIM,Sierra Leone,N
Sirio,,SIO,Italy,N
Salair,,SIR,United States,N
