IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
CSK,Cap Skirring Airport,Cap Skiring,Senegal,12.39533,-16.748,52,0,N,Africa/Dakar
KLC,Kaolack Airport,Kaolack,Senegal,14.14690018,-16.05130005,26,0,N,Africa/Dakar
DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,14.73970032,-17.49020004,85,0,N,Africa/Dakar
XLS,Saint Louis Airport,St. Louis,Senegal,16.05080032,-16.46319962,9,0,N,Africa/Dakar
BXE,Bakel Airport,Bakel,Senegal,14.84729958,-12.46829987,98,0,N,Africa/Dakar
KGG,Kédougou Airport,Kedougou,Senegal,12.57229996,-12.22029972,584,0,N,Africa/Dakar
TUD,Tambacounda Airport,Tambacounda,Senegal,13.73680019,-13.65310001,161,0,N,Africa/Dakar
AEO,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,16.7112999,-9.637880325,951,0,N,Africa/Nouakchott
TIY,Tidjikja Airport,Tidjikja,Mauritania,18.57010078,-11.42350006,1363,0,N,Africa/Nouakchott
KFA,Kiffa Airport,Kiffa,Mauritania,16.59000015,-11.40620041,424,0,N,Africa/Nouakchott
EMN,Néma Airport,Nema,Mauritania,16.62199974,-7.316599846,751,0,N,Africa/Nouakchott
KED,Kaédi Airport,Kaedi,Mauritania,16.15950012,-13.50759983,66,0,N,Africa/Nouakchott
NKC,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,18.31,-15.9697222,9,0,N,Africa/Nouakchott
SEY,Sélibaby Airport,Selibabi,Mauritania,15.1796999,-12.20730019,219,0,N,Africa/Nouakchott
ATR,Atar International Airport,Atar,Mauritania,20.5067997,-13.04319954,734,0,N,Africa/Nouakchott
NDB,Nouadhibou International Airport,Nouadhibou,Mauritania,20.93309975,-17.03000069,24,0,N,Africa/Nouakchott
-,Bir Moghrein Airport,Bir Moghrein,Mauritania,25.23670006,-11.58870029,1206,0,N,Africa/Nouakchott
FIG,Fria Airport,Fira,Guinea,10.35060024,-13.56919956,499,0,N,Africa/Conakry
FAA,Faranah Airport,Faranah,Guinea,10.03549957,-10.76980019,1476,0,N,Africa/Conakry
LEK,Tata Airport,Labe,Guinea,11.32610035,-12.28680038,3396,0,N,Africa/Conakry
SID,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,16.7414,-22.9494,177,-1,U,Atlantic/Cape_Verde
BVC,Rabil Airport,Boa Vista,Cape Verde,16.1364994,-22.88890076,69,-1,U,Atlantic/Cape_Verde
MMO,Maio Airport,Maio,Cape Verde,15.1559,-23.21369934,36,-1,U,Atlantic/Cape_Verde
SNE,Preguiça Airport,Sao Nocolau Island,Cape Verde,16.58839989,-24.28470039,669,-1,U,Atlantic/Cape_Verde
VXE,São Pedro Airport,Sao Vicente Island,Cape Verde,16.83320045,-25.05529976,66,-1,U,Atlantic/Cape_Verde
ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.977890015,38.79930115,7630,3,U,Africa/Addis_Ababa
-,Lideta Army Airport,Addis Ababa,Ethiopia,9.003685,38.725498,7749,3,U,Africa/Addis_Ababa
AMH,Arba Minch Airport,Arba Minch,Ethiopia,6.039390087,37.59049988,3901,3,U,Africa/Addis_Ababa
AXU,Axum Airport,Axum,Ethiopia,14.14680004,38.77280045,6959,3,U,Africa/Addis_Ababa
BJR,Bahir Dar Airport,Bahar Dar,Ethiopia,11.60809994,37.32160187,5978,3,U,Africa/Addis_Ababa
DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,9.624699593,41.85419846,3827,3,U,Africa/Addis_Ababa
GMB,Gambella Airport,Gambella,Ethiopia,8.128760338,34.56309891,1614,3,U,Africa/Addis_Ababa
GDQ,Gonder Airport,Gondar,Ethiopia,12.51990032,37.43399811,6449,3,U,Africa/Addis_Ababa
JIM,Jimma Airport,Jimma,Ethiopia,7.666090012,36.8166008,5500,3,U,Africa/Addis_Ababa
LLI,Lalibella Airport,Lalibella,Ethiopia,11.97500038,38.97999954,6506,3,U,Africa/Addis_Ababa
MQX,Mekele Airport,Makale,Ethiopia,13.4673996,39.53350067,7396,3,U,Africa/Addis_Ababa
ASO,Asosa Airport,Asosa,Ethiopia,10.01850033,34.5862999,5100,3,U,Africa/Addis_Ababa
BJM,Bujumbura International Airport,Bujumbura,Burundi,-3.324019909,29.31850052,2582,2,U,Africa/Bujumbura
HGA,Egal International Airport,Hargeisa,Somalia,9.518170357,44.08879852,4423,3,U,Africa/Mogadishu
BBO,Berbera Airport,Berbera,Somalia,10.38920021,44.94110107,30,3,U,Africa/Mogadishu
KMU,Kisimayu Airport,Kismayu,Somalia,-0.377353013,42.45920181,49,3,U,Africa/Mogadishu
ALY,El Nouzha Airport,Alexandria,Egypt,31.18390083,29.94890022,-6,2,U,Africa/Cairo
ABS,Abu Simbel Airport,Abu Simbel,Egypt,22.37599945,31.61170006,616,2,U,Africa/Cairo
CAI,Cairo International Airport,Cairo,Egypt,30.12190056,31.40559959,382,2,U,Africa/Cairo
CWE,Cairo West Airport,Cairo,Egypt,30.11639977,30.91539955,550,2,U,Africa/Cairo
HRG,Hurghada International Airport,Hurghada,Egypt,27.17830086,33.79940033,52,2,U,Africa/Cairo
EGH,El Gora Airport,El Gorah,Egypt,31.068559,34.129629,324,2,U,Africa/Cairo
LXR,Luxor International Airport,Luxor,Egypt,25.671,32.7066,294,2,U,Africa/Cairo
MUH,Mersa Matruh Airport,Mersa-matruh,Egypt,31.3253994,27.22170067,94,2,U,Africa/Cairo
PSD,Port Said Airport,Port Said,Egypt,31.27939987,32.24000168,8,2,U,Africa/Cairo
SKV,St Catherine International Airport,St. Catherine,Egypt,28.68530083,34.0625,4368,2,U,Africa/Cairo
ASW,Aswan International Airport,Aswan,Egypt,23.96439934,32.81999969,662,2,U,Africa/Cairo
ELT,El Tor Airport,El-tor,Egypt,28.20899963,33.64550018,115,2,U,Africa/Cairo
EDL,Eldoret International Airport,Eldoret,Kenya,0.404457986,35.23889923,6941,3,U,Africa/Nairobi
GGM,Kakamega Airport,Kakamega,Kenya,0.271342009,34.78730011,5020,3,U,Africa/Nairobi
KIS,Kisumu Airport,Kisumu,Kenya,-0.086139001,34.72890091,3734,3,U,Africa/Nairobi
KTL,Kitale Airport,Kitale,Kenya,0.971988976,34.95859909,6070,3,U,Africa/Nairobi
LOK,Lodwar Airport,Lodwar,Kenya,3.121969938,35.6086998,1715,3,U,Africa/Nairobi
LAU,Manda Airstrip,Lamu,Kenya,-2.252419949,40.9131012,20,3,U,Africa/Nairobi
MBA,Mombasa Moi International Airport,Mombasa,Kenya,-4.034830093,39.59420013,200,3,U,Africa/Nairobi
-,Naivasha Airport,Naivasha,Kenya,-0.787953,36.433494,6380,3,U,Africa/Nairobi
WIL,Nairobi Wilson Airport,Nairobi,Kenya,-1.321720004,36.81480026,5536,3,U,Africa/Nairobi
-,Moi Air Base,Nairobi,Kenya,-1.277269959,36.86230087,5336,3,U,Africa/Nairobi
WJR,Wajir Airport,Wajir,Kenya,1.73324,40.091599,770,3,U,Africa/Nairobi
-,Bu Attifel Airport,Buattifel,Libya,28.79540062,22.08090019,161,2,N,Africa/Tripoli
-,Warehouse 59e Airport,Giallo,Libya,28.63850021,21.43799973,325,2,N,Africa/Tripoli
GHT,Ghat Airport,Ghat,Libya,25.14559937,10.14260006,2296,2,N,Africa/Tripoli
AKF,Kufra Airport,Kufra,Libya,24.17869949,23.31399918,1367,2,N,Africa/Tripoli
BEN,Benina International Airport,Benghazi,Libya,32.09680176,20.26950073,433,2,N,Africa/Tripoli
SEB,Sabha Airport,Sebha,Libya,26.98699951,14.47249985,1427,2,N,Africa/Tripoli
TIP,Tripoli International Airport,Tripoli,Libya,32.66350174,13.1590004,263,2,N,Africa/Tripoli
LMQ,Marsa Brega Airport,Marsa Brega,Libya,30.37809944,19.57640076,50,2,N,Africa/Tripoli
-,Ras Lanuf Oil Airport,Ras Lanouf V 40,Libya,30.5,18.5272007,42,2,N,Africa/Tripoli
HUQ,Hon Airport,Hon,Libya,29.11009979,15.96560001,919,2,N,Africa/Tripoli
-,Dahra Airport,Dahra,Libya,29.47260094,17.93490028,1050,2,N,Africa/Tripoli
LTD,Ghadames East Airport,Ghadames,Libya,30.15169907,9.715310097,1122,2,N,Africa/Tripoli
-,Zella 74 Airport,Zella 74,Libya,28.58989906,17.29389954,1085,2,N,Africa/Tripoli
GYI,Gisenyi Airport,Gisenyi,Rwanda,-1.67719996,29.25889969,5082,2,U,Africa/Kigali
KGL,Kigali International Airport,Kigali,Rwanda,-1.96863,30.1395,4859,2,U,Africa/Kigali
KME,Kamembe Airport,Kamembe,Rwanda,-2.462239981,28.90789986,5192,2,U,Africa/Kigali
DOG,Dongola Airport,Dongola,Sudan,19.15390015,30.43009949,772,3,U,Africa/Khartoum
RSS,Damazin Airport,Damazin,Sudan,11.7859,34.3367,1582,3,U,Africa/Khartoum
ELF,El Fasher Airport,El Fasher,Sudan,13.61489964,25.32460022,2393,3,U,Africa/Khartoum
KSL,Kassala Airport,Kassala,Sudan,15.38749981,36.3288002,1671,3,U,Africa/Khartoum
KDX,Kadugli Airport,Kadugli,Sudan,11.13799953,29.7010994,1848,3,U,Africa/Khartoum
EBD,El Obeid Airport,El Obeid,Sudan,13.15320015,30.23270035,1927,3,U,Africa/Khartoum
JUB,Juba International Airport,Juba,South Sudan,4.872010231,31.60110092,1513,3,U,Africa/Juba
MAK,Malakal Airport,Malakal,Sudan,9.558970451,31.6522007,1291,3,U,Africa/Juba
KRT,Khartoum International Airport,Khartoum,Sudan,15.58950043,32.55319977,1265,3,U,Africa/Khartoum
ARK,Arusha Airport,Arusha,Tanzania,-3.367789984,36.63330078,4550,3,U,Africa/Dar_es_Salaam
DAR,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,-6.87811,39.202599,182,3,U,Africa/Dar_es_Salaam
DOD,Dodoma Airport,Dodoma,Tanzania,-6.170440197,35.75260162,3673,3,U,Africa/Dar_es_Salaam
IRI,Iringa Airport,Iringa,Tanzania,-7.668630123,35.7521019,4678,3,U,Africa/Dar_es_Salaam
JRO,Kilimanjaro International Airport,Kilimanjaro,Tanzania,-3.429409981,37.07450104,2932,3,U,Africa/Dar_es_Salaam
LKY,Lake Manyara Airport,Lake Manyara,Tanzania,-3.37631011,35.81829834,4150,3,N,Africa/Dar_es_Salaam
MYW,Mtwara Airport,Mtwara,Tanzania,-10.33909988,40.18180084,371,3,U,Africa/Dar_es_Salaam
MWZ,Mwanza Airport,Mwanza,Tanzania,-2.444489956,32.93270111,3763,3,U,Africa/Dar_es_Salaam
PMA,Pemba Airport,Pemba,Tanzania,-5.257259846,39.81140137,80,3,U,Africa/Dar_es_Salaam
TGT,Tanga Airport,Tanga,Tanzania,-5.09236002,39.07120132,129,3,U,Africa/Dar_es_Salaam
ZNZ,Abeid Amani Karume International Airport,Zanzibar,Tanzania,-6.22202,39.224899,54,3,U,Africa/Dar_es_Salaam
EBB,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501,3782,3,U,Africa/Kampala
SRT,Soroti Airport,Soroti,Uganda,1.727689981,33.62279892,3697,3,U,Africa/Kampala
TIA,Tirana International Airport Mother Teresa,Tirana,Albania,41.41469955,19.72060013,126,1,E,Europe/Tirane
BOJ,Burgas Airport,Bourgas,Bulgaria,42.56959915,27.51519966,135,2,E,Europe/Sofia
GOZ,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,43.15140152,25.71290016,285,2,E,Europe/Sofia
PDV,Plovdiv International Airport,Plovdiv,Bulgaria,42.067799,24.8508,597,2,E,Europe/Sofia
SOF,Sofia Airport,Sofia,Bulgaria,42.69669342,23.41143608,1742,2,E,Europe/Sofia
SZR,Stara Zagora Airport,Stara Zagora,Bulgaria,42.3766667,25.655,558,2,E,Europe/Sofia
VAR,Varna Airport,Varna,Bulgaria,43.232101,27.8251,230,2,E,Europe/Sofia
LCA,Larnaca International Airport,Larnaca,Cyprus,34.87509918,33.62490082,8,2,E,Asia/Nicosia
PFO,Paphos International Airport,Paphos,Cyprus,34.7179985,32.4856987,41,2,E,Asia/Nicosia
AKT,RAF Akrotiri,Akrotiri,Cyprus,34.590401,32.9879,76,0,E,Europe/London
DBV,Dubrovnik Airport,Dubrovnik,Croatia,42.56140137,18.26819992,527,1,E,Europe/Zagreb
-,Osijek-Čepin Airfield,Cepin,Croatia,45.5427778,18.6319444,299,1,E,Europe/Zagreb
OSI,Osijek Airport,Osijek,Croatia,45.46269989,18.81019974,290,1,E,Europe/Zagreb
PUY,Pula Airport,Pula,Croatia,44.89350128,13.9222002,274,1,E,Europe/Zagreb
-,Grobnicko Polje Airport,Grobnik,Croatia,45.37950134,14.50380039,951,1,E,Europe/Zagreb
RJK,Rijeka Airport,Rijeka,Croatia,45.21689987,14.5703001,278,1,E,Europe/Zagreb
SPU,Split Airport,Split,Croatia,43.53889847,16.29800034,79,1,E,Europe/Zagreb
-,Varaždin Airport,Varazdin,Croatia,46.29464722,16.38293266,548,1,E,Europe/Zagreb
ZAG,Zagreb Airport,Zagreb,Croatia,45.74290085,16.06879997,353,1,E,Europe/Zagreb
ZAD,Zadar Airport,Zadar,Croatia,44.108299,15.3467,289,1,E,Europe/Zagreb
-,Udbina Air Base,Udbina,Croatia,44.55759811,15.77439976,2462,1,E,Europe/Zagreb
ABC,Albacete-Los Llanos Airport,Albacete,Spain,38.94850159,-1.863520026,2302,1,E,Europe/Madrid
ALC,Alicante International Airport,Alicante,Spain,38.28219986,-0.558156013,142,1,E,Europe/Madrid
LEI,Almería International Airport,Almeria,Spain,36.84389877,-2.370100021,70,1,E,Europe/Madrid
OVD,Asturias Airport,Aviles,Spain,43.56359863,-6.034619808,416,1,E,Europe/Madrid
ODB,Córdoba Airport,Cordoba,Spain,37.84199905,-4.848879814,297,1,E,Europe/Madrid
BIO,Bilbao Airport,Bilbao,Spain,43.30110168,-2.910609961,138,1,E,Europe/Madrid
BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,12,1,E,Europe/Madrid
BJZ,Badajoz Airport,Badajoz,Spain,38.8913002,-6.82133007,609,1,E,Europe/Madrid
LCG,A Coruña Airport,La Coruna,Spain,43.302101,-8.37726,326,1,E,Europe/Madrid
-,Armilla Air Base,Granada,Spain,37.1332016,-3.63568997,2297,1,E,Europe/Madrid
GRO,Girona Airport,Gerona,Spain,41.90100098,2.760550022,468,1,E,Europe/Madrid
GRX,Federico Garcia Lorca Airport,Granada,Spain,37.18870163,-3.777359962,1860,1,E,Europe/Madrid
-,Getafe Air Base,Madrid,Spain,40.29410172,-3.723829985,2031,1,E,Europe/Madrid
IBZ,Ibiza Airport,Ibiza,Spain,38.8728981,1.37311995,24,1,E,Europe/Madrid
XRY,Jerez Airport,Jerez,Spain,36.74459839,-6.060110092,93,1,E,Europe/Madrid
MJV,San Javier Airport,Murcia,Spain,37.77500153,-0.812389016,11,1,E,Europe/Madrid
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,40.471926,-3.56264,1998,1,E,Europe/Madrid
AGP,Málaga Airport,Malaga,Spain,36.67490005,-4.499110222,53,1,E,Europe/Madrid
MAH,Menorca Airport,Menorca,Spain,39.86259842,4.218649864,302,1,E,Europe/Madrid
OZP,Moron Air Base,Sevilla,Spain,37.17490005,-5.615940094,285,1,E,Europe/Madrid
-,Ocaña Airport,Ocana,Spain,39.9375,-3.503329992,2405,1,E,Europe/Madrid
PNA,Pamplona Airport,Pamplona,Spain,42.77000046,-1.646329999,1504,1,E,Europe/Madrid
-,Alcantarilla Air Base,Murcia,Spain,37.951099,-1.23032,250,1,E,Europe/Madrid
REU,Reus Air Base,Reus,Spain,41.1473999,1.167170048,233,1,E,Europe/Madrid
ROZ,Rota Naval Station Airport,Rota,Spain,36.64519882,-6.349460125,86,1,E,Europe/Madrid
SLM,Salamanca Airport,Salamanca,Spain,40.95209885,-5.501989841,2595,1,E,Europe/Madrid
-,Son Bonet Airport,Son Bonet,Spain,39.59889984,2.702780008,157,1,E,Europe/Madrid
-,San Luis Airport,San Luis,Spain,39.86220169,4.258329868,197,1,E,Europe/Madrid
EAS,San Sebastian Airport,San Sebastian,Spain,43.35649872,-1.790609956,16,1,E,Europe/Madrid
SCQ,Santiago de Compostela Airport,Santiago,Spain,42.89630127,-8.415140152,1213,1,E,Europe/Madrid
LEU,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,42.3386,1.40917,2625,1,E,Europe/Madrid
TOJ,Torrejón Airport,Madrid,Spain,40.49670029,-3.445869923,2026,1,E,Europe/Madrid
VLC,Valencia Airport,Valencia,Spain,39.4893,-0.481625,240,1,E,Europe/Madrid
VLL,Valladolid Airport,Valladolid,Spain,41.70610046,-4.851940155,2776,1,E,Europe/Madrid
VIT,Vitoria/Foronda Airport,Vitoria,Spain,42.88280106,-2.7244699,1682,1,E,Europe/Madrid
VGO,Vigo Airport,Vigo,Spain,42.23180008,-8.62677002,856,1,E,Europe/Madrid
SDR,Santander Airport,Santander,Spain,43.42710114,-3.820009947,16,1,E,Europe/Madrid
ZAZ,Zaragoza Air Base,Zaragoza,Spain,41.66619873,-1.04155004,863,1,E,Europe/Madrid
SVQ,Sevilla Airport,Sevilla,Spain,37.41799927,-5.893109798,112,1,E,Europe/Madrid
CQF,Calais-Dunkerque Airport,Calais,France,50.96210098,1.954759955,12,1,E,Europe/Paris
-,Péronne-Saint-Quentin Airport,Peronne,France,49.8685,3.02958,295,1,E,Europe/Paris
-,Nangis-Les Loges Airport,Nangis,France,48.59619904,3.006789923,428,1,E,Europe/Paris
-,Bagnoles-de-l'Orne-Couterne Airport,Bagnole-de-l'orne,France,48.54579926,-0.38744399,718,1,E,Europe/Paris
BYF,Albert-Bray Airport,Albert,France,49.9715004,2.697659969,364,1,E,Europe/Paris
LTQ,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,50.51739883,1.620589972,36,1,E,Europe/Paris
XVS,Valenciennes-Denain Airport,Valenciennes,France,50.32580185,3.46126008,177,1,E,Europe/Paris
-,Amiens-Glisy Airport,Amiens,France,49.873004,2.387074,208,1,E,Europe/Paris
AGF,Agen-La Garenne Airport,Agen,France,44.17470169,0.590556026,204,1,E,Europe/Paris
-,Cazaux (BA 120) Air Base,Cazaux,France,44.53329849,-1.125,84,1,E,Europe/Paris
BOD,Bordeaux-Mérignac Airport,Bordeaux,France,44.82830048,-0.715556026,162,1,E,Europe/Paris
EGC,Bergerac-Roumanière Airport,Bergerac,France,44.82529831,0.518611014,171,1,E,Europe/Paris
-,Toulouse-Francazal (BA 101) Air Base,Toulouse,France,43.54560089,1.367499948,535,1,E,Europe/Paris
CNG,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,45.65829849,-0.317499995,102,1,E,Europe/Paris
PIS,Poitiers-Biard Airport,Poitiers,France,46.58769989,0.306665987,423,1,E,Europe/Paris
MCU,Montluçon-Guéret Airport,Montlucon-gueret,France,46.22259903,2.363960028,1497,1,E,Europe/Paris
LIG,Limoges Airport,Limoges,France,45.8628006,1.179440022,1300,1,E,Europe/Paris
-,Mont-de-Marsan (BA 118) Air Base,Mont-de-marsan,France,43.911701,-0.5075,203,1,E,Europe/Paris
NIT,Niort-Souché Airport,Niort,France,46.313477,-0.394529,203,1,E,Europe/Paris
TLS,Toulouse-Blagnac Airport,Toulouse,France,43.629101,1.36382,499,1,E,Europe/Paris
PUF,Pau Pyrénées Airport,Pau,France,43.38000107,-0.41861099,616,1,E,Europe/Paris
-,Muret-Lherm Airport,La Rochelle,France,43.44889832,1.263329983,622,1,E,Europe/Paris
LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,43.17869949,-0.006439,1260,1,E,Europe/Paris
ANG,Angoulême-Brie-Champniers Airport,Angouleme,France,45.72919846,0.221456006,436,1,E,Europe/Paris
BVE,Brive Souillac Airport,Brive,France,45.039722,1.485556,1016,1,E,Europe/Paris
PGX,Périgueux-Bassillac Airport,Perigueux,France,45.19810104,0.81555599,328,1,E,Europe/Paris
BIQ,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,43.4683333,-1.5311111,245,1,E,Europe/Paris
ZAO,Cahors-Lalbenque Airport,Cahors,France,44.35139847,1.475280046,912,1,E,Europe/Paris
-,Saint-Girons-Antichan Airport,St.-girons,France,43.00780106,1.10315001,1368,1,E,Europe/Paris
-,Arcachon-La Teste-de-Buch Airport,Arcachon,France,44.596401,-1.11083,49,1,E,Europe/Paris
LBI,Albi-Le Séquestre Airport,Albi,France,43.91389847,2.113059998,564,1,E,Europe/Paris
DCM,Castres-Mazamet Airport,Castres,France,43.55630112,2.28918004,788,1,E,Europe/Paris
-,Toulouse-Lasbordes Airport,Toulouse,France,43.58610153,1.499169946,459,1,E,Europe/Paris
-,Millau-Larzac Airfield,Millau,France,43.9893,3.183,2606,1,E,Europe/Paris
-,Graulhet-Montdragon Airport,Graulhet,France,43.77109909,2.010829926,581,1,E,Europe/Paris
RDZ,Rodez-Marcillac Airport,Rodez,France,44.40790176,2.482670069,1910,1,E,Europe/Paris
-,Ussel-Thalamy Airport,Ussel,France,45.53469849,2.423890114,2428,1,E,Europe/Paris
-,Villeneuve-sur-Lot Airport,Villeneuve-sur-lot,France,44.39690018,0.758889019,190,1,E,Europe/Paris
RYN,Royan-Médis Airport,Royan,France,45.62810135,-0.972500026,72,1,E,Europe/Paris
-,Mimizan Airport,Mimizan,France,44.145928,-1.16432,164,1,E,Europe/Paris
-,Aire-sur-l'Adour Airport,Aire-sur-l'adour,France,43.70940018,-0.245278001,259,1,E,Europe/Paris
XMW,Montauban Airport,Montauban,France,44.02569962,1.378039956,351,1,E,Europe/Paris
-,Auch-Lamothe Airport,Auch,France,43.687801,0.601667,411,1,E,Europe/Paris
-,Libourne-Artigues-de-Lussac Airport,Libourne,France,44.982498,-0.134722,157,1,E,Europe/Paris
-,Pamiers-Les Pujols Airport,Pamiers,France,43.09059906,1.695829988,1115,1,E,Europe/Paris
-,Marmande-Virazeil Airport,Marmande,France,44.49890137,0.200514004,105,1,E,Europe/Paris
RCO,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,45.88779831,-0.983056009,60,1,E,Europe/Paris
-,Pontivy Airport,Pontivy,France,48.05849838,-2.921829939,407,1,E,Europe/Paris
-,Aubigny-sur-Nère Airport,Aubigny-sur-nere,France,47.480556,2.394167,630,1,E,Europe/Paris
-,Guiscriff Scaer Airport,Guiscriff-scaer,France,48.05250168,-3.664720058,574,1,E,Europe/Paris
-,Ancenis Airport,Ancenis,France,47.40810013,-1.17750001,111,1,E,Europe/Paris
-,Brienne-le-Château Airport,Brienne-le Chateau,France,48.42979813,4.482220173,381,1,E,Europe/Paris
CMR,Colmar-Houssen Airport,Colmar,France,48.10990143,7.35901022,628,1,E,Europe/Paris
-,Beaune-Challanges Airport,Beaune,France,47.005901,4.89342,656,1,E,Europe/Paris
DLE,Dole-Tavaux Airport,Dole,France,47.042686,5.435063,645,1,E,Europe/Paris
-,Joigny Airport,Joigny,France,47.99219894,3.39222002,732,1,E,Europe/Paris
-,Verdun-Le Rozelier Airfield,Verdun,France,49.122398,5.46905,1230,1,E,Europe/Paris
OBS,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,44.544203,4.372192,923,1,E,Europe/Paris
LPY,Le Puy-Loudes Airport,Le Puy,France,45.08069992,3.7628901,2731,1,E,Europe/Paris
-,Saint-Flour-Coltines Airport,St.-flour,France,45.07640076,2.993609905,3218,1,E,Europe/Paris
-,Bourg-Ceyzériat Airport,Bourg,France,46.20090103,5.292029858,857,1,E,Europe/Paris
-,Villefranche-Tarare Airport,Vilefrance,France,45.919983,4.634931,1076,1,E,Europe/Paris
-,Moulins-Montbeugny Airport,Moulins,France,46.5345993,3.423719883,915,1,E,Europe/Paris
-,Saint-Affrique-Belmont Airport,St.-afrique-belmont,France,43.82329941,2.745280027,1686,1,E,Europe/Paris
-,Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,44.17779922,2.515000105,2024,1,E,Europe/Paris
ETZ,Metz-Nancy-Lorraine Airport,Metz,France,48.98210144,6.251319885,870,1,E,Europe/Paris
BIA,Bastia-Poretta Airport,Bastia,France,42.55270004,9.483730316,26,1,E,Europe/Paris
CLY,Calvi-Sainte-Catherine Airport,Calvi,France,42.5244444,8.7930556,209,1,E,Europe/Paris
FSC,Figari Sud-Corse Airport,Figari,France,41.50059891,9.097780228,87,1,E,Europe/Paris
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,41.92359924,8.802920341,18,1,E,Europe/Paris
PRP,Propriano Airport,Propriano,France,41.66059875,8.889749527,13,1,E,Europe/Paris
SOZ,Solenzara (BA 126) Air Base,Solenzara,France,41.92440033,9.406000137,28,1,E,Europe/Paris
-,Corte Airport,Corte,France,42.29359818,9.193059921,1132,1,E,Europe/Paris
AUF,Auxerre-Branches Airport,Auxerre,France,47.85020065,3.49710989,523,1,E,Europe/Paris
CMF,Chambéry-Savoie Airport,Chambery,France,45.63809967,5.88022995,779,1,E,Europe/Paris
CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,45.7867012,3.169169903,1090,1,E,Europe/Paris
BOU,Bourges Airport,Bourges,France,47.05810165,2.370280027,529,1,E,Europe/Paris
-,Chambéry-Challes-les-Eaux Airport,Chambery,France,45.56110001,5.975759983,973,1,E,Europe/Paris
